class	order	family	genus	species	ssp	Accession			
Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	chrysogenum		CM002802			
Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	digitatum		CM001644			
Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	digitatum		CM001645			
Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	digitatum		NC_015080			
Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	nordicum		KR952336			
Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	polonicum		NC_030172			
Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	roqueforti		KR952335			
Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	solitum		NC_016187			
Eurotiomycetes	Eurotiales	Aspergillaceae	Xeromyces	bisporus		HG983520			
Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	marneffei		NC_005256			
Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	pinophilus		CP017352			
Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma	otae		NC_012832			
Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma	uncinatum		NC_012828			
Eurotiomycetes	Onygenales	Arthrodermataceae	Epidermophyton	floccosum		NC_007394			
Eurotiomycetes	Onygenales	Arthrodermataceae	Nannizzia	nana		NC_012830			
Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	mentagrophytes		NC_012826			
Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	rubrum		NC_012824			
Eurotiomycetes	Onygenales	none	Paracoccidioides	brasiliensis		NC_007935			
Eutardigrada	Parachela	Hypsibiidae	Hypsibius	dujardini		NC_014848			
Eutardigrada	Parachela	Hypsibiidae	Ramazzottius	varieornatus		NC_031407			
Eutardigrada	Parachela	Hypsibiidae	Thulinius			NC_015829			
Exobasidiomycetes	Microstromatales	none	Jaminaea	angkorensis		NC_023248			
Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	indica		NC_009880			
Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	walkeri		NC_010651			
Florideophyceae	Ahnfeltiales	Ahnfeltiaceae	Ahnfeltia	plicata		NC_026054			
Florideophyceae	Batrachospermales	Batrachospermaceae	Batrachospermaceae			NC_036231			
Florideophyceae	Batrachospermales	Batrachospermaceae	Sheathia	arcuata		NC_035349			
Florideophyceae	Bonnemaisoniales	Bonnemaisoniaceae	Asparagopsis	taxiformis		NC_026843			
Florideophyceae	Ceramiales	Dasyaceae	Dasya	binghamiae		NC_031160			
Florideophyceae	Ceramiales	Rhodomelaceae	Vertebrata	lanosa		NC_032003			
Florideophyceae	Corallinales	Corallinaceae	Calliarthron	tuberculosum		NC_027061			
Florideophyceae	Corallinales	Corallinaceae	Corallina	officinalis		NC_033904			
Florideophyceae	Corallinales	Sporolithaceae	Sporolithon	durum		NC_023454			
Florideophyceae	Gelidiales	Gelidiaceae	Gelidium	arborescens		NC_031836			
Florideophyceae	Gelidiales	Gelidiaceae	Gelidium	elegans		NC_026053			
Florideophyceae	Gelidiales	Gelidiaceae	Gelidium	galapagense		NC_031837			
Florideophyceae	Gelidiales	Gelidiaceae	Gelidium	isabelae		NC_031838			
Florideophyceae	Gelidiales	Gelidiaceae	Gelidium	sclerophyllum		NC_031839			
Florideophyceae	Gelidiales	Gelidiaceae	Gelidium	sinicola		NC_031840			
Florideophyceae	Gelidiales	Gelidiaceae	Gelidium	vagum		NC_023077			
Florideophyceae	Gelidiales	Pterocladiaceae	Pterocladia	mexicana		NC_031842			
Florideophyceae	Gelidiales	Pterocladiaceae	Pterocladia	musciformis		NC_031843			
Florideophyceae	Gelidiales	Pterocladiaceae	Pterocladia	robusta		NC_031844			
Florideophyceae	Gelidiales	Pterocladiaceae	Pterocladiella	media		NC_031841			
Florideophyceae	Gigartinales	Choreocolacaceae	Choreocolax	polysiphoniae		NC_032002			
Florideophyceae	Gigartinales	Gigartinaceae	Chondrus	crispus		NC_001677			
Florideophyceae	Gigartinales	Phyllophoraceae	Mastocarpus	papillatus		NC_031166			
Florideophyceae	Gigartinales	Solieriaceae	Betaphycus	gelatinus		NC_036431			
Florideophyceae	Gigartinales	Solieriaceae	Eucheuma	denticulatum		NC_036432			
Florideophyceae	Gigartinales	Solieriaceae	Kappaphycus	alvarezii		KU885455			
Florideophyceae	Gigartinales	Solieriaceae	Kappaphycus	striatus		NC_024265			
Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	changii		NC_034681			
Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	chilensis		NC_026831			
Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	chorda		NC_023251			
Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	salicornia		NC_023784			
Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	vermiculophylla		NC_027064			
Florideophyceae	Gracilariales	Gracilariaceae	Gracilariophila	oryzoides		NC_014771			
Florideophyceae	Gracilariales	Gracilariaceae	Gracilariopsis	andersonii		NC_014772			
Florideophyceae	Halymeniales	Halymeniaceae	Grateloupia	angusta		NC_023094			
Florideophyceae	Hildenbrandiales	Hildenbrandiaceae	Hildenbrandia	rubra		NC_026055			
Florideophyceae	Palmariales	Palmariaceae	Palmaria	palmata		NC_026056			
Florideophyceae	Plocamiales	Plocamiaceae	Plocamiocolax	pulvinata		NC_014773			
Florideophyceae	Rhodymeniales	Rhodymeniaceae	Rhodymenia	pseudopalmata		NC_023252			
Florideophyceae	Thoreales	Thoreaceae	Thorea	hispida		NC_035158			
Fragilariophyceae	Fragilariales	Fragilariaceae	Ulnaria	acus		NC_013710			
Gastropoda	Cycloneritida	Neritidae	Clithon	retropictus		NC_031893			
Gastropoda	none	Acteonidae	Pupa	strigosa		NC_002176			
Gastropoda	none	Amphibolidae	Salinator	rhamphidia		NC_016185			
Gastropoda	none	Ampullariidae	Marisa	cornuarietis		NC_025334			
Gastropoda	none	Ampullariidae	Pomacea	canaliculata		NC_024586			
Gastropoda	none	Ampullariidae	Pomacea	maculata		NC_027503			
Gastropoda	none	Aplustridae	Micromelo	undata		NC_015106			
Gastropoda	none	Aplysiidae	Aplysia	californica		NC_005827			
Gastropoda	none	Aplysiidae	Aplysia	dactylomela		NC_015088			
Gastropoda	none	Aplysiidae	Aplysia	kurodai		NC_024260			
Gastropoda	none	Baicaliidae	Baicalia	turriformis		NC_035869			
Gastropoda	none	Baicaliidae	Godlewskia	godlewskia		NC_035870			
Gastropoda	none	Baicaliidae	Maackia	herderiana		NC_035871			
Gastropoda	none	Buccinidae	Babylonia	areolata		NC_023080			
Gastropoda	none	Buccinidae	Babylonia	lutosa		NC_028628			
Gastropoda	none	Buccinidae	Buccinum	pemphigus		NC_029373			
Gastropoda	none	Buccinidae	Volutharpa	perryi		NC_028183			
Gastropoda	none	Cancellariidae	Cancellaria	cancellata		NC_013241			
Gastropoda	none	Cassidae	Galeodea	echinophora		NC_028003			
Gastropoda	none	Chilodontidae	Granata	lyrata		NC_028708			
Gastropoda	none	Cochlostomatidae	Obscurella	hidalgoi		NC_028004			
Gastropoda	none	Conidae	Californiconus	californicus		NC_032377			
Gastropoda	none	Conidae	Conus	borgesi		NC_013243			
Gastropoda	none	Conidae	Conus	capitaneus		NC_030354			
Gastropoda	none	Conidae	Conus	consors		NC_023460			
Gastropoda	none	Conidae	Conus	gloriamaris		NC_030213			
Gastropoda	none	Conidae	Conus	striatus		NC_030536			
Gastropoda	none	Conidae	Conus	textile		NC_008797			
Gastropoda	none	Conidae	Conus	tribblei		NC_027957			
Gastropoda	none	Conidae	Conus	tulipa		NC_027518			
Gastropoda	none	Conidae	Conus	vexillum		NC_035007			
Gastropoda	none	Ellobiidae	Auriculinella	bidentata		NC_016168			
Gastropoda	none	Ellobiidae	Ellobium	chinense		NC_034292			
Gastropoda	none	Ellobiidae	Myosotella	myosotis		NC_012434			
Gastropoda	none	Ellobiidae	Ovatella	vulcani		NC_016175			
Gastropoda	none	Ellobiidae	Pedipes	pedipes		NC_016179			
Gastropoda	none	Fissurellidae	Fissurella	volcano		NC_016953			
Gastropoda	none	Haliotidae	Haliotis	discus		NC_031362			
Gastropoda	none	Haliotidae	Haliotis	iris		NC_031361			
Gastropoda	none	Haliotidae	Haliotis	laevigata		NC_024562			
Gastropoda	none	Haliotidae	Haliotis	rubra		NC_005940			
Gastropoda	none	Haliotidae	Haliotis	tuberculata		NC_013708			
Gastropoda	none	Hydrobiidae	Potamopyrgus	antipodarum		NC_020790			
Gastropoda	none	Hydrobiidae	Potamopyrgus	estuarinus		NC_021595			
Gastropoda	none	Limapontiidae	Placida			NC_020343			
Gastropoda	none	Littorinidae	Littorina	saxatilis		NC_030595			
Gastropoda	none	Lottiidae	Lottia	digitalis		NC_007782			
Gastropoda	none	Lymnaeidae	Galba	pervia		NC_018536			
Gastropoda	none	Lymnaeidae	Radix	auricularia		CM007807			
Gastropoda	none	Lymnaeidae	Radix			NC_026539			
Gastropoda	none	Lymnaeidae	Radix			NC_026538			
Gastropoda	none	Muricidae	Bolinus	brandaris		NC_013250			
Gastropoda	none	Muricidae	Concholepas	concholepas		NC_017886			
Gastropoda	none	Muricidae	Menathais	tuberosa		NC_031405			
Gastropoda	none	Muricidae	Rapana	venosa		NC_011193			
Gastropoda	none	Muricidae	Reishia	clavigera		NC_010090			
Gastropoda	none	Nassariidae	Ilyanassa	obsoleta		NC_007781			
Gastropoda	none	Nassariidae	Nassarius	reticulatus		NC_013248			
Gastropoda	none	Nassariidae	Varicinassa	variciferus		NC_029173			
Gastropoda	none	Naticidae	Naticarius	hebraeus		NC_028002			
Gastropoda	none	Olividae	Amalda	northlandica		NC_014403			
Gastropoda	none	Onchidiidae	Onchidella	celtica		NC_012376			
Gastropoda	none	Onchidiidae	Peronia	peronii		NC_016181			
Gastropoda	none	Onchidiidae	Platevindex	mortoni		NC_013934			
Gastropoda	none	Pachychilidae	Tylomelania	sarasinorum		NC_030263			
Gastropoda	none	Phasianellidae	Phasianella	solida		NC_028709			
Gastropoda	none	Physidae	Physella	acuta		NC_023253			
Gastropoda	none	Placobranchidae	Elysia	chlorotica		NC_010567			
Gastropoda	none	Placobranchidae	Elysia	cornigera		NC_035489			
Gastropoda	none	Placobranchidae	Elysia	ornata		NC_030537			
Gastropoda	none	Placobranchidae	Elysia	timida		NC_035490			
Gastropoda	none	Planorbidae	Biomphalaria	glabrata		NC_005439			
Gastropoda	none	Planorbidae	Biomphalaria	tenagophila		NC_010220			
Gastropoda	none	Planorbidae	Planorbarius	corneus		NC_026708			
Gastropoda	none	Pomatiopsidae	Oncomelania	hupensis		NC_012899			
Gastropoda	none	Pomatiopsidae	Oncomelania	hupensis		NC_013073			
Gastropoda	none	Pomatiopsidae	Oncomelania	hupensis		NC_013187			
Gastropoda	none	Pomatiopsidae	Tricula	hortensis		NC_013833			
Gastropoda	none	Provannidae	Ifremeria	nautilei		NC_024642			
Gastropoda	none	Pyramidellidae	Pyramidella	dolabrata		NC_012435			
Gastropoda	none	Ranellidae	Cymatium	parthenopeum		NC_013247			
Gastropoda	none	Semisulcospiridae	Semisulcospira	libertina		NC_023364			
Gastropoda	none	Siphonariidae	Siphonaria	gigas		NC_016188			
Gastropoda	none	Siphonariidae	Siphonaria	pectinata		NC_012383			
Gastropoda	none	Strombidae	Conomurex	luhuanus		NC_035726			
Gastropoda	none	Strombidae	Strombus	gigas		NC_024932			
Gastropoda	none	Tegulidae	Chlorostoma	argyrostomum		NC_031859			
Gastropoda	none	Tegulidae	Chlorostoma	brunnea		NC_016954			
Gastropoda	none	Tegulidae	Omphalius	nigerrimus		NC_031862			
Gastropoda	none	Tegulidae	Tectus	pyramis		NC_036068			
Gastropoda	none	Tegulidae	Tegula	lividomaculata		NC_029367			
Gastropoda	none	Terebridae	Oxymeris	dimidiata		NC_013239			
Gastropoda	none	Trimusculidae	Trimusculus	reticulatus		NC_016193			
Gastropoda	none	Trochidae	Gibbula	umbilicalis		NC_035682			
Gastropoda	none	Trochidae	Stomatella	planulata		NC_031861			
Gastropoda	none	Turbinidae	Angaria	delphinus		NC_031860			
Gastropoda	none	Turbinidae	Angaria	neglecta		NC_028707			
Gastropoda	none	Turbinidae	Astralium	haematragum		NC_031858			
Gastropoda	none	Turbinidae	Bolma	rugosa		NC_029366			
Gastropoda	none	Turbinidae	Lunella	granulata		NC_031857			
Gastropoda	none	Turridae	Fusiturris	similis		NC_013242			
Gastropoda	none	Turridae	Lophiotoma	cerithiformis		NC_008098			
Gastropoda	none	Turritellidae	Turritella	bacillum		NC_029717			
Gastropoda	none	Vermetidae	Ceraesignum	maximum		NC_014583			
Gastropoda	none	Vermetidae	Dendropoma	gregarium		NC_014580			
Gastropoda	none	Vermetidae	Eualetes	tulipa		NC_014585			
Gastropoda	none	Vermetidae	Thylacodes	squamigerus		NC_014588			
Gastropoda	none	Veronicellidae	Rhopalocaulis	grandidieri		NC_016183			
Gastropoda	none	Viviparidae	Bellamya	aeruginosa		NC_035735			
Gastropoda	none	Viviparidae	Bellamya	quadrata		NC_031850			
Gastropoda	none	Viviparidae	Cipangopaludina	cathayensis		NC_025577			
Gastropoda	none	Viviparidae	Cipangopaludina	chinensis		NC_035734			
Gastropoda	none	Viviparidae	Cipangopaludina	dianchiensis		NC_035586			
Gastropoda	none	Viviparidae	Cipangopaludina	ussuriensis		NC_035754			
Gastropoda	none	Viviparidae	Margarya	melanioides		NC_035587			
Gastropoda	none	Viviparidae	Margarya	monodi		NC_035585			
Gastropoda	none	Viviparidae	Viviparus	chui		NC_035733			
Gastropoda	none	Volutidae	Cymbium	olla		NC_013245			
Gastropoda	none	Volvatellidae	Ascobulla	fragilis		NC_012428			
Gastropoda	Nudibranchia	Chromodorididae	Chromodoris	annae		NC_036426			
Gastropoda	Nudibranchia	Chromodorididae	Chromodoris	magnifica		NC_015096			
Gastropoda	Nudibranchia	Chromodorididae	Chromodoris	quadricolor		NC_030004			
Gastropoda	Nudibranchia	Chromodorididae	Hypselodoris	apolegma		NC_036425			
Gastropoda	Nudibranchia	Chromodorididae	Hypselodoris	festiva		NC_030774			
Gastropoda	Nudibranchia	Dendronotidae	Melibe	leonina		NC_026987			
Gastropoda	Nudibranchia	Dorididae	Homoiodoris	japonica		NC_034006			
Gastropoda	Nudibranchia	Glaucidae	Sakuraeolis	japonica		NC_033968			
Gastropoda	Nudibranchia	Phyllidiidae	Phyllidia	ocellata		NC_030039			
Gastropoda	Nudibranchia	Polyceridae	Nembrotha	kubaryana		NC_034920			
Gastropoda	Nudibranchia	Polyceridae	Notodoris	gardineri		NC_015111			
Gastropoda	Nudibranchia	Polyceridae	Roboastra	europaea		NC_004321			
Gastropoda	Nudibranchia	Tritoniidae	Tritonia	diomedea		NC_026988			
Gastropoda	Pleurobranchomorpha	Pleurobranchidae	Berthellina			NC_015091			
Gastropoda	Stylommatophora	Achatinellidae	Achatinella	mustelina		NC_030190			
Gastropoda	Stylommatophora	Achatinidae	Achatina	fulica		NC_024601			
Gastropoda	Stylommatophora	Agriolimacidae	Deroceras	reticulatum		NC_035495			
Gastropoda	Stylommatophora	Bradybaenidae	Aegista	aubryana		NC_029419			
Gastropoda	Stylommatophora	Bradybaenidae	Aegista	diversifamilia		NC_027584			
Gastropoda	Stylommatophora	Bradybaenidae	Dolicheulota	formosensis		NC_027493			
Gastropoda	Stylommatophora	Bradybaenidae	Mastigeulota	kiangsinensis		NC_024935			
Gastropoda	Stylommatophora	Camaenidae	Camaena	cicatricosa		NC_025511			
Gastropoda	Stylommatophora	Clausiliidae	Albinaria	caerulea		NC_001761			
Gastropoda	Stylommatophora	Geomitridae	Cernuella	virgata		NC_030723			
Gastropoda	Stylommatophora	Helicidae	Cepaea	nemoralis		NC_001816			
Gastropoda	Stylommatophora	Helicidae	Cylindrus	obtusus		NC_017872			
Gastropoda	Stylommatophora	Helicidae	Helix	aspersa		NC_021747			
Gastropoda	Stylommatophora	none	Cerion	incanum		NC_025645			
Gastropoda	Stylommatophora	none	Cerion	uva		NC_034226			
Gastropoda	Stylommatophora	none	Microceramus	pontificus		NC_036381			
Gastropoda	Stylommatophora	Orculidae	Orcula	dolium		NC_034782			
Gastropoda	Stylommatophora	Orthalicidae	Naesiotus	nux		NC_028553			
Gastropoda	Stylommatophora	Philomycidae	Meghimatium	bilineatum		NC_035429			
Gastropoda	Stylommatophora	Polygyridae	Polygyra	cereolus		NC_032036			
Gastropoda	Stylommatophora	Polygyridae	Praticolella	mexicana		NC_032079			
Gastropoda	Stylommatophora	Pupillidae	Gastrocopta	cristata		NC_026043			
Gastropoda	Stylommatophora	Pupillidae	Pupilla	muscorum		NC_026044			
Gastropoda	Stylommatophora	Succineidae	Succinea	putris		NC_016190			
Gastropoda	Stylommatophora	Vertiginidae	Vertigo	pusilla		NC_026045			
Glaucocystophyceae	Glaucocystales	Glaucocystaceae	Glaucocystis	nostochinearum		NC_015117			
Glaucocystophyceae	Gloeochaetales	Gloeochaetaceae	Gloeochaete	wittrockiana		NC_025293			
Glaucocystophyceae	none	Cyanophoraceae	Cyanophora	paradoxa		NC_017836			
Glaucocystophyceae	none	none	Cyanoptyche	gloeocystis		NC_025294			
Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora	margarita		NC_016684			
Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora	rosea		NC_016985			
Glomeromycetes	Glomerales	Glomeraceae	Glomus	cerebriforme		NC_022144			
Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	fasciculatus		NC_029185			
Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	intraradices		NC_012056			
Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	irregularis		NC_014489			
Green Algae	none	Pycnococcaceae	Pycnococcus	provasolii		NC_013935			
Green Algae	Prasinococcales	none	Prasinoderma	coloniale		NC_023355			
Green Algae	Pyramimonadales	none	Cymbomonas	tetramitiformis		NC_036614			
Green Algae	Pyramimonadales	none	Pyramimonas	parkeae		NC_031504			
Gymnolaemata	Cheilostomatida	Bugulidae	Bugula	neritina		NC_010197			
Gymnolaemata	Cheilostomatida	Flustridae	Flustra	foliacea		NC_016722			
Gymnolaemata	Cheilostomatida	Hippothoidae	Celleporella	hyalina		NC_018344			
Gymnolaemata	Cheilostomatida	Membraniporidae	Membranipora	grandicella		NC_018355			
Gymnolaemata	Cheilostomatida	Watersiporidae	Watersipora	subtorquata		NC_011820			
Gymnolaemata	Ctenostomatida	Flustrellidridae	Flustrellidra	hispida		NC_008192			
Haplomitriopsida	Treubiales	Treubiaceae	Treubia	lacunosa		NC_016122			
Heterolobosea	Acrasida	Acrasiaceae	Acrasis	kona		NC_026286			
Heterolobosea	none	none	Pharyngomonas	kirbyi		NC_034798			
Heterolobosea	Schizopyrenida	Gruberellidae	Stachyamoeba	lipophora		NC_026312			
Heterolobosea	Schizopyrenida	Vahlkampfiidae	Naegleria	fowleri		NC_021104			
Heterolobosea	Schizopyrenida	Vahlkampfiidae	Naegleria	gruberi		NC_002573			
Hexactinellida	Hexactinosida	Aphrocallistidae	Aphrocallistes	vastus		NC_010769			
Hexactinellida	Lyssacinosida	Leucopsacidae	Oopsacas	minuta		NC_027419			
Hexactinellida	Lyssacinosida	Rossellidae	Vazella	pourtalesi		NC_028054			
Holothuroidea	Aspidochirotida	Holothuriidae	Holothuria	forskali		NC_013884			
Holothuroidea	Aspidochirotida	Holothuriidae	Holothuria	scabra		NC_027086			
Holothuroidea	Aspidochirotida	Stichopodidae	Apostichopus	japonicus		NC_012616			
Holothuroidea	Aspidochirotida	Stichopodidae	Apostichopus	parvimensis		NC_029699			
Holothuroidea	Aspidochirotida	Stichopodidae	Parastichopus	californicus		NC_026727			
Holothuroidea	Aspidochirotida	Stichopodidae	Parastichopus	nigripunctatus		NC_013432			
Holothuroidea	Aspidochirotida	Stichopodidae	Stichopus	horrens		NC_014454			
Holothuroidea	Aspidochirotida	Stichopodidae	Stichopus			NC_014452			
Holothuroidea	Dendrochirotida	Cucumariidae	Cucumaria	miniata		NC_005929			
Homoscleromorpha	Homosclerophorida	Plakinidae	Corticium	candelabrum		NC_014872			
Homoscleromorpha	Homosclerophorida	Plakinidae	Oscarella	carmela		NC_009090			
Homoscleromorpha	Homosclerophorida	Plakinidae	Oscarella	lobularis		NC_014863			
Homoscleromorpha	Homosclerophorida	Plakinidae	Oscarella	malakhovi		NC_014886			
Homoscleromorpha	Homosclerophorida	Plakinidae	Oscarella	microlobata		NC_014850			
Homoscleromorpha	Homosclerophorida	Plakinidae	Oscarella	pearsei		NC_035983			
Homoscleromorpha	Homosclerophorida	Plakinidae	Oscarella	tuberculata		NC_014888			
Homoscleromorpha	Homosclerophorida	Plakinidae	Oscarella	viridis		NC_014856			
Homoscleromorpha	Homosclerophorida	Plakinidae	Plakina	crypta		NC_014885			
Homoscleromorpha	Homosclerophorida	Plakinidae	Plakina	jani		NC_014860			
Homoscleromorpha	Homosclerophorida	Plakinidae	Plakina	monolopha		NC_014884			
Homoscleromorpha	Homosclerophorida	Plakinidae	Plakina			NC_014892			
Homoscleromorpha	Homosclerophorida	Plakinidae	Plakinastrella			NC_010217			
Homoscleromorpha	Homosclerophorida	Plakinidae	Plakortis	halichondrioides		NC_014857			
Homoscleromorpha	Homosclerophorida	Plakinidae	Plakortis	simplex		NC_014868			
Homoscleromorpha	Homosclerophorida	Plakinidae	Pseudocorticium	jarrei		NC_014853			
Hydrozoa	Anthoathecata	Hydractiniidae	Clava	multicornis		NC_016465			
Hydrozoa	Anthoathecata	Hydridae	Hydra	oligactis		NC_010214			
Hydrozoa	Anthoathecata	Hydridae	Hydra	sinensis		NC_021406			
Hydrozoa	Anthoathecata	Hydridae	Hydra	vulgaris		NC_011220			
Hydrozoa	Anthoathecata	Hydridae	Hydra	vulgaris		NC_011221			
Hydrozoa	Anthoathecata	Oceaniidae	Turritopsis	dohrnii		NC_031213			
Hydrozoa	Leptothecata	Campanulariidae	Laomedea	flexuosa		NC_016463			
Hydrozoa	Limnomedusae	Olindiasidae	Cubaia	aphrodite		NC_016467			
Hydrozoa	Limnomedusae	Olindiidae	Craspedacusta	sowerbyi		NC_018537			
Hyphochytriomycetes	none	Hyphochytriaceae	Hyphochytrium	catenoides		LT578416			
Insecta	Archaeognatha	Machilidae	Allopsontus			KJ754501			
Insecta	Archaeognatha	Machilidae	Allopsontus			KJ754500			
Insecta	Archaeognatha	Machilidae	Pedetontinus	luanchuanensis		KJ754502			
Insecta	Archaeognatha	Machilidae	Pedetontus	silvestrii		NC_011717			
Insecta	Archaeognatha	Machilidae	Petrobiellus			KJ754504			
Insecta	Archaeognatha	Machilidae	Petrobiellus			KJ754503			
Insecta	Archaeognatha	Machilidae	Petrobius	brevistylis		NC_007688			
Insecta	Archaeognatha	Machilidae	Songmachilis	xinxiangensis		NC_021384			
Insecta	Archaeognatha	Machilidae	Trigoniophthalmus	alternatus		NC_010532			
