class	order	family	genus	species	ssp	Accession			
Chromadorea	Ascaridida	Anisakidae	Pseudoterranova	decipiens		NC_031645			
Chromadorea	Ascaridida	Anisakidae	Pseudoterranova	krabbei		NC_031646			
Chromadorea	Ascaridida	Ascarididae	Ascaris	lumbricoides		NC_016198			
Chromadorea	Ascaridida	Ascarididae	Ascaris	ovis		NC_036666			
Chromadorea	Ascaridida	Ascarididae	Ascaris	suum		NC_001327			
Chromadorea	Ascaridida	Ascarididae	Baylisascaris	ailuri		NC_015925			
Chromadorea	Ascaridida	Ascarididae	Baylisascaris	procyonis		NC_016200			
Chromadorea	Ascaridida	Ascarididae	Baylisascaris	schroederi		NC_015927			
Chromadorea	Ascaridida	Ascarididae	Baylisascaris	transfuga		NC_015924			
Chromadorea	Ascaridida	Ascarididae	Ortleppascaris	sinensis		NC_036669			
Chromadorea	Ascaridida	Ascarididae	Parascaris	equorum		NC_036427			
Chromadorea	Ascaridida	Ascarididae	Parascaris	univalens		NC_024884			
Chromadorea	Ascaridida	Ascarididae	Toxascaris	leonina		NC_023504			
Chromadorea	Ascaridida	Ascaridiidae	Ascaridia	columbae		NC_021643			
Chromadorea	Ascaridida	Ascaridiidae	Ascaridia	galli		NC_021642			
Chromadorea	Ascaridida	Cucullanidae	Cucullanus	robustus		NC_016128			
Chromadorea	Ascaridida	Heterakidae	Heterakis	beramporia		NC_029838			
Chromadorea	Ascaridida	Heterakidae	Heterakis	gallinarum		NC_029839			
Chromadorea	Ascaridida	Toxocaridae	Toxocara	canis		NC_010690			
Chromadorea	Ascaridida	Toxocaridae	Toxocara	cati		NC_010773			
Chromadorea	Ascaridida	Toxocaridae	Toxocara	malaysiensis		NC_010527			
Chromadorea	Diplogasterida	Neodiplogasteridae	Koerneria	sudhausi		NC_029233			
Chromadorea	Diplogasterida	Neodiplogasteridae	Pristionchus	pacificus		NC_015245			
Chromadorea	Oxyurida	Oxyuridae	Enterobius	vermicularis		NC_011300			
Chromadorea	Oxyurida	Oxyuridae	Oxyuris	equi		NC_027190			
Chromadorea	Oxyurida	Oxyuridae	Passalurus	ambiguus		NC_028345			
Chromadorea	Oxyurida	Oxyuridae	Syphacia	obvelata		NC_029239			
Chromadorea	Oxyurida	Oxyuridae	Wellcomia	siamensis		NC_016129			
Chromadorea	Rhabditida	Ancylostomatidae	Ancylostoma	caninum		NC_012309			
Chromadorea	Rhabditida	Ancylostomatidae	Ancylostoma	ceylanicum		NC_035142			
Chromadorea	Rhabditida	Ancylostomatidae	Ancylostoma	duodenale		NC_003415			
Chromadorea	Rhabditida	Ancylostomatidae	Ancylostoma	tubaeforme		NC_034289			
Chromadorea	Rhabditida	Ancylostomatidae	Bunostomum	phlebotomum		NC_012308			
Chromadorea	Rhabditida	Ancylostomatidae	Bunostomum	trigonocephalum		NC_019803			
Chromadorea	Rhabditida	Ancylostomatidae	Necator	americanus		NC_003416			
Chromadorea	Rhabditida	Ancylostomatidae	Uncinaria	sanguinis		NC_025267			
Chromadorea	Rhabditida	Angiostrongylidae	Aelurostrongylus	abstrusus		NC_019571			
Chromadorea	Rhabditida	Angiostrongylidae	Angiostrongylus	cantonensis		NC_013065			
Chromadorea	Rhabditida	Angiostrongylidae	Angiostrongylus	costaricensis		NC_013067			
Chromadorea	Rhabditida	Angiostrongylidae	Angiostrongylus	malaysiensis		NC_030332			
Chromadorea	Rhabditida	Angiostrongylidae	Angiostrongylus	vasorum		NC_018602			
Chromadorea	Rhabditida	Chabertiidae	Chabertia	erschowi		NC_023782			
Chromadorea	Rhabditida	Chabertiidae	Chabertia	ovina		NC_013831			
Chromadorea	Rhabditida	Cloacinidae	Hypodontus	macropi		NC_023098			
Chromadorea	Rhabditida	Cloacinidae	Oesophagostomum	asperum		NC_023932			
Chromadorea	Rhabditida	Cloacinidae	Oesophagostomum	columbianum		NC_023933			
Chromadorea	Rhabditida	Cloacinidae	Oesophagostomum	dentatum		NC_013817			
Chromadorea	Rhabditida	Cloacinidae	Oesophagostomum	quadrispinulatum		NC_014181			
Chromadorea	Rhabditida	Cooperiidae	Cooperia	oncophora		NC_004806			
Chromadorea	Rhabditida	Dictyocaulidae	Dictyocaulus	eckerti		NC_019809			
Chromadorea	Rhabditida	Dictyocaulidae	Dictyocaulus	viviparus		NC_019810			
Chromadorea	Rhabditida	Filaroididae	Parafilaroides	normani		NC_024656			
Chromadorea	Rhabditida	Haemonchidae	Haemonchus	contortus		NC_010383			
Chromadorea	Rhabditida	Haemonchidae	Haemonchus	placei		NC_029736			
Chromadorea	Rhabditida	Haemonchidae	Mecistocirrus	digitatus		NC_013848			
Chromadorea	Rhabditida	Heligmonellidae	Nippostrongylus	brasiliensis		NC_033886			
Chromadorea	Rhabditida	Heterorhabditidae	Heterorhabditis	bacteriophora		NC_008534			
Chromadorea	Rhabditida	Metastrongylidae	Metastrongylus	pudendotectus		NC_013813			
Chromadorea	Rhabditida	Metastrongylidae	Metastrongylus	salmi		NC_013815			
Chromadorea	Rhabditida	Molineidae	Nematodirus	oiratianus		NC_024639			
Chromadorea	Rhabditida	Molineidae	Nematodirus	spathiger		NC_024638			
Chromadorea	Rhabditida	Protostrongylidae	Protostrongylus	rufescens		NC_023262			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	afra		NC_035252			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	angaria		NC_035246			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	brenneri		NC_035244			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	briggsae		NC_009885			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	castelli		NC_035253			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	doughertyi		NC_035247			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	elegans		CM003212			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	elegans		NC_001328			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	macrosperma		NC_035251			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	nouraguensis		NC_035250			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	plicata		NC_035245			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	remanei		NC_035243			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	tropicalis		NC_025756			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	virilis		NC_035248			
Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	wallacei		NC_035249			
Chromadorea	Rhabditida	Rhabditidae	Litoditis			NC_027694			
Chromadorea	Rhabditida	Rhabditidae	Litoditis			NC_027695			
Chromadorea	Rhabditida	Rhabditidae	Litoditis			NC_027696			
Chromadorea	Rhabditida	Rhabditidae	Litoditis			NC_027697			
Chromadorea	Rhabditida	Steinernematidae	Steinernema	carpocapsae		NC_005941			
Chromadorea	Rhabditida	Steinernematidae	Steinernema	litorale		NC_031653			
Chromadorea	Rhabditida	Strongylidae	Cyathostomum	catinatum		NC_035003			
Chromadorea	Rhabditida	Strongylidae	Cylicocyclus	insigne		NC_013808			
Chromadorea	Rhabditida	Strongylidae	Cylicocyclus	nassatus		NC_032299			
Chromadorea	Rhabditida	Strongylidae	Cylicostephanus	minutus		NC_035004			
Chromadorea	Rhabditida	Strongylidae	Macropicola	ocydromi		NC_023099			
Chromadorea	Rhabditida	Strongylidae	Poteriostomum	imparidentatum		NC_035005			
Chromadorea	Rhabditida	Strongylidae	Strongylus	equinus		NC_026868			
Chromadorea	Rhabditida	Strongylidae	Strongylus	vulgaris		NC_013818			
Chromadorea	Rhabditida	Strongylidae	Triodontophorus	brevicauda		NC_026729			
Chromadorea	Rhabditida	Strongylidae	Triodontophorus	nipponicus		NC_031517			
Chromadorea	Rhabditida	Strongylidae	Triodontophorus	serratus		NC_031516			
Chromadorea	Rhabditida	Strongyloididae	Strongyloides	venezuelensis		NC_028229			
Chromadorea	Rhabditida	Syngamidae	Syngamus	trachea		NC_013821			
Chromadorea	Rhabditida	Trichostrongylidae	Marshallagia	marshalli		NC_036409			
Chromadorea	Rhabditida	Trichostrongylidae	Teladorsagia	circumcincta		NC_013827			
Chromadorea	Rhabditida	Trichostrongylidae	Trichostrongylus	axei		NC_013824			
Chromadorea	Rhabditida	Trichostrongylidae	Trichostrongylus	vitrinus		NC_013807			
Chromadorea	Rhigonematida	Rhigonematidae	Rhigonema	thysanophora		NC_024020			
Chromadorea	Spirurida	Camallanidae	Camallanus	cotti		NC_036308			
Chromadorea	Spirurida	Dracunculidae	Dracunculus	medinensis		NC_016019			
Chromadorea	Spirurida	Gnathostomatidae	Gnathostoma	doloresi		NC_032073			
Chromadorea	Spirurida	Gnathostomatidae	Gnathostoma	nipponicum		NC_034239			
Chromadorea	Spirurida	Gnathostomatidae	Gnathostoma	spinigerum		NC_027726			
Chromadorea	Spirurida	Gongylonematidae	Gongylonema	pulchrum		NC_026687			
Chromadorea	Spirurida	Onchocercidae	Acanthocheilonema	viteae		NC_016197			
Chromadorea	Spirurida	Onchocercidae	Brugia	malayi		NC_004298			
Chromadorea	Spirurida	Onchocercidae	Chandlerella	quiscali		NC_014486			
Chromadorea	Spirurida	Onchocercidae	Dirofilaria	immitis		NC_005305			
Chromadorea	Spirurida	Onchocercidae	Dirofilaria	repens		NC_029975			
Chromadorea	Spirurida	Onchocercidae	Dirofilaria			NC_031365			
Chromadorea	Spirurida	Onchocercidae	Loa	loa		JPEI01002250			
Chromadorea	Spirurida	Onchocercidae	Loa	loa		NC_016199			
Chromadorea	Spirurida	Onchocercidae	Onchocerca	flexuosa		NC_016172			
Chromadorea	Spirurida	Onchocercidae	Onchocerca	ochengi		NC_031891			
Chromadorea	Spirurida	Onchocercidae	Onchocerca	volvulus		NC_001861			
Chromadorea	Spirurida	Onchocercidae	Wuchereria	bancrofti		NC_016186			
Chromadorea	Spirurida	Philometridae	Philometroides	sanguineus		NC_024931			
Chromadorea	Spirurida	Physalopteridae	Heliconema	longissimum		NC_016127			
Chromadorea	Spirurida	Setariidae	Setaria	digitata		NC_014282			
Chromadorea	Spirurida	Thelaziidae	Spirocerca	lupi		NC_021135			
Chromadorea	Spirurida	Thelaziidae	Thelazia	callipaeda		NC_018363			
Chromadorea	Tylenchida	Aphelenchoididae	Aphelenchoides	besseyi		NC_025291			
Chromadorea	Tylenchida	Aphelenchoididae	Bursaphelenchus	mucronatus		NC_021120			
Chromadorea	Tylenchida	Aphelenchoididae	Bursaphelenchus	xylophilus		NC_023208			
Chromadorea	Tylenchida	Hoplolaimidae	Rotylenchulus	reniformis		CM003310			
Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	arenaria		NC_026554			
Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	chitwoodi		NC_024096			
Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	enterolobii		NC_026555			
Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	graminicola		NC_024275			
Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	incognita		NC_024097			
Chromadorea	Tylenchida	Meloidogynidae	Meloidogyne	javanica		NC_026556			
Chromadorea	Tylenchida	Pratylenchidae	Pratylenchus	vulnus		NC_020434			
Chromadorea	Tylenchida	Pratylenchidae	Radopholus	similis		NC_013253			
Chrysophyceae	Chromulinales	Chromulinaceae	Ochromonas	danica		NC_002571			
Chytridiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium			NC_003053			
Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	punctatus		NC_003052			
Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	punctatus		NC_003061			
Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	punctatus		NC_003060			
Cladistia	Polypteriformes	Polypteridae	Erpetoichthys	calabaricus		NC_005251			
Cladistia	Polypteriformes	Polypteridae	Polypterus	ansorgii		NC_020651			
Cladistia	Polypteriformes	Polypteridae	Polypterus	delhezi		NC_020652			
Cladistia	Polypteriformes	Polypteridae	Polypterus	endlicherii		NC_020791			
Cladistia	Polypteriformes	Polypteridae	Polypterus	mokelembembe		NC_030714			
Cladistia	Polypteriformes	Polypteridae	Polypterus	ornatipinnis		NC_001778			
Cladistia	Polypteriformes	Polypteridae	Polypterus	palmas		NC_023272			
Cladistia	Polypteriformes	Polypteridae	Polypterus	retropinnis		NC_020653			
Cladistia	Polypteriformes	Polypteridae	Polypterus	senegalus		NC_004418			
Cladistia	Polypteriformes	Polypteridae	Polypterus	teugelsi		NC_020654			
Cladistia	Polypteriformes	Polypteridae	Polypterus	weeksii		NC_020655			
Clitellata	Arhynchobdellida	Erpobdellidae	Erpobdella	japonica		NC_036150			
Clitellata	Arhynchobdellida	Erpobdellidae	Erpobdella	octoculata		NC_023927			
Clitellata	Arhynchobdellida	Haemopidae	Whitmania	acranulata		NC_023928			
Clitellata	Arhynchobdellida	Haemopidae	Whitmania	laevis		NC_023926			
Clitellata	Arhynchobdellida	Haemopidae	Whitmania	pigra		NC_013569			
Clitellata	Arhynchobdellida	Hirudinidae	Hirudo	nipponia		NC_023776			
Clitellata	Arhynchobdellida	Hirudinidae	Poecilobdella	manillensis		NC_023925			
Clitellata	Haplotaxida	Glossoscolecidae	Pontoscolex	corethrurus		NC_034783			
Clitellata	Haplotaxida	Lumbricidae	Lumbricus	terrestris		NC_001673			
Clitellata	Haplotaxida	Megascolecidae	Amynthas	aspergillus		NC_025292			
Clitellata	Haplotaxida	Megascolecidae	Amynthas	carnosus		NC_029863			
Clitellata	Haplotaxida	Megascolecidae	Amynthas	corticis		NC_027832			
Clitellata	Haplotaxida	Megascolecidae	Amynthas	cucullatus		NC_029866			
Clitellata	Haplotaxida	Megascolecidae	Amynthas	gracilis		NC_027258			
Clitellata	Haplotaxida	Megascolecidae	Amynthas	hupeiensis		NC_029864			
Clitellata	Haplotaxida	Megascolecidae	Amynthas	jiriensis		NC_029879			
Clitellata	Haplotaxida	Megascolecidae	Amynthas	longisiphonus		NC_027831			
Clitellata	Haplotaxida	Megascolecidae	Amynthas	moniliatus		NC_029872			
Clitellata	Haplotaxida	Megascolecidae	Amynthas	morrisi		NC_029865			
Clitellata	Haplotaxida	Megascolecidae	Amynthas	pectiniferus		NC_029870			
Clitellata	Haplotaxida	Megascolecidae	Amynthas	robustus		NC_029871			
Clitellata	Haplotaxida	Megascolecidae	Amynthas	triastriatus		NC_029868			
Clitellata	Haplotaxida	Megascolecidae	Duplodicodrilus	schmardae		NC_029867			
Clitellata	Haplotaxida	Megascolecidae	Metaphire	californica		NC_027257			
Clitellata	Haplotaxida	Megascolecidae	Metaphire	guillelmi		NC_029869			
Clitellata	Haplotaxida	Megascolecidae	Metaphire	vulgaris		NC_023836			
Clitellata	Haplotaxida	Megascolecidae	Perionyx	excavatus		NC_009631			
Clitellata	Moniligastrida	Moniligastridae	Drawida	japonica		NC_028050			
Clitellata	Rhynchobdellida	Glossiphoniidae	Placobdella	lamothei		NC_030269			
Clitellata	Rhynchobdellida	Ozobranchidae	Ozobranchus	jantseanus		NC_034807			
Clitellata	Rhynchobdellida	Piscicolidae	Zeylanicobdella	arugamensis		NC_035308			
Coccidia	Eucoccidiorida	Eimeriidae	Cyclospora	cayetanensis		CM003498			
Coccidia	Eucoccidiorida	Eimeriidae	Isospora	manorinae		NC_034000			
Coleochaetophyceae	Coleochaetales	Chaetosphaeridiaceae	Chaetosphaeridium	globosum		NC_004118			
Collembola	none	Entomobryidae	Orchesella	villosa		NC_010534			
Collembola	none	Hypogastruridae	Gomphiocephalus	hodgsoni		NC_005438			
Collembola	none	Isotomidae	Cryptopygus	antarcticus		NC_010533			
Collembola	none	Isotomidae	Folsomotoma	octooculata		NC_024155			
Collembola	none	Neanuridae	Bilobella	aurantiaca		NC_011195			
Collembola	none	Neanuridae	Friesea	grisea		NC_010535			
Collembola	none	Onychiuridae	Onychiurus	orientalis		NC_006074			
Collembola	none	Onychiuridae	Tetrodontophora	bielanensis		NC_002735			
Collembola	none	Poduridae	Podura	aquatica		NC_006075			
Collembola	none	Sminthuridae	Sminthurus	viridis		NC_010536			
Compsopogonophyceae	Compsopogonales	Compsopogonaceae	Compsopogon	caeruleus		NC_035351			
Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	marinoi		NC_028615			
Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	pseudonana		NC_007405			
Crinoidea	Comatulida	Antedonidae	Antedon	mediterranea		NC_010692			
Crinoidea	Comatulida	Antedonidae	Florometra	serratissima		NC_001878			
Crinoidea	Comatulida	Comatulidae	Phanogenia	gracilis		NC_007690			
Crinoidea	Cyrtocrinida	Sclerocrinidae	Neogymnocrinus	richeri		NC_007689			
Cryptophyta	Cryptomonadales	Hemiselmidaceae	Hemiselmis	andersenii		NC_010637			
Cryptophyta	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	salina		NC_002572			
Demospongiae	Agelasida	Agelasidae	Agelas	schmidti		NC_010213			
Demospongiae	Axinellida	Axinellidae	Axinella	corrugata		NC_006894			
Demospongiae	Axinellida	Axinellidae	Ptilocaulis	walpersi		NC_010209			
Demospongiae	Axinellida	Raspailiidae	Ectyoplasia	ferox		NC_010210			
Demospongiae	Chondrillida	Chondrillidae	Chondrilla			NC_010208			
Demospongiae	Dendroceratida	Dictyodendrillidae	Igernella	notabilis		NC_010216			
Demospongiae	Dendroceratida	Halisarcidae	Halisarca	dujardini		NC_010212			
Demospongiae	Dendroceratida	Halisarcidae	Halisarca	harmelini		NC_014876			
Demospongiae	Dictyoceratida	Irciniidae	Ircinia	strobilina		NC_013662			
Demospongiae	Dictyoceratida	none	Vaceletia			NC_010218			
Demospongiae	Dictyoceratida	Spongiidae	Hippospongia	lachne		NC_010215			
Demospongiae	Dictyoceratida	Spongiidae	Hyattella	sinuosa		NC_021422			
Demospongiae	Dictyoceratida	Thorectidae	Cacospongia	mycofijiensis		NC_031192			
Demospongiae	Haplosclerida	Callyspongiidae	Callyspongia	plicifera		NC_010206			
Demospongiae	Haplosclerida	Niphatidae	Amphimedon	compressa		NC_010201			
Demospongiae	Haplosclerida	Niphatidae	Amphimedon	queenslandica		NC_008944			
Demospongiae	Haplosclerida	Petrosiidae	Petrosia	ficiformis		NC_027519			
Demospongiae	Haplosclerida	Petrosiidae	Xestospongia	muta		NC_010211			
Demospongiae	Poecilosclerida	Crellidae	Crella	elegans		NC_027520			
Demospongiae	Poecilosclerida	Iotrochotidae	Iotrochota	birotulata		NC_010207			
Demospongiae	Poecilosclerida	Latrunculiidae	Negombata	magnifica		NC_010171			
Demospongiae	Polymastiida	Polymastiidae	Polymastia	littoralis		NC_023834			
Demospongiae	Spongillida	Lubomirskiidae	Baikalospongia	intermedia		NC_018343			
Demospongiae	Spongillida	Lubomirskiidae	Lubomirskia	baicalensis		NC_013760			
Demospongiae	Spongillida	Lubomirskiidae	Rezinkovia	echinata		NC_018360			
Demospongiae	Spongillida	Spongillidae	Ephydatia	muelleri		NC_010202			
Demospongiae	Spongillida	Spongillidae	Eunapius	subterraneus		NC_016431			
Demospongiae	Suberitida	Halichondriidae	Hymeniacidon	sinapium		NC_022450			
Demospongiae	Suberitida	none	Topsentia	ophiraphidites		NC_010204			
Demospongiae	Suberitida	Suberitidae	Suberites	domuncula		NC_010496			
Demospongiae	Tethyida	Tethyidae	Tethya	actinia		NC_006991			
Demospongiae	Tetractinellida	Geodiidae	Geodia	neptuni		NC_006990			
Demospongiae	Tetractinellida	Tetillidae	Cinachyrella	kuekenthali		NC_010198			
Demospongiae	Tetractinellida	Vulcanellidae	Poecillastra	laminaris		NC_025335			
Demospongiae	Verongiida	Aplysinidae	Aplysina	cauliformis		NC_016949			
Demospongiae	Verongiida	Aplysinidae	Aplysina	fulva		NC_010203			
Diplopoda	Callipodida	Callipodidae	Abacion	magnum		NC_021932			
Diplopoda	Julida	Julidae	Anaulaciulus	koreanus		NC_034656			
Diplopoda	Julida	Nemasomatidae	Antrokoreana	gracilipes		NC_010221			
Diplopoda	none	Sphaerotheriidae	Sphaerotheriidae			NC_018361			
Diplopoda	Playtdesmida	Andrognathidae	Brachycybe	lecontii		NC_021934			
Diplopoda	Polydesmida	Xystodesmidae	Appalachioria	falcifera		NC_021933			
Diplopoda	Spirobolida	Spirobolidae	Narceus	annularus		NC_003343			
Diplopoda	Spirostreptida	Harpagophoridae	Thyropygus			NC_003344			
Diplura	Diplura	Campodeidae	Campodea	fragilis		NC_008233			
Diplura	Diplura	Campodeidae	Campodea	lubbocki		NC_008234			
Diplura	Diplura	Campodeidae	Lepidocampa	weberi		NC_022675			
Diplura	Diplura	Japygidae	Japyx	solifugus		NC_007214			
Diplura	Diplura	Japygidae	Occasjapyx	japonicus		NC_022674			
Diplura	Diplura	Octostigmatidae	Octostigma	sinensis		NC_022672			
Diplura	Diplura	Parajapygidae	Parajapyx	emeryanus		NC_022673			
Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zasmidium	cellare		NC_030334			
Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zymoseptoria	tritici		NC_010222			
Dothideomycetes	Pleosporales	Didymellaceae	Didymella	pinodes		NC_029396			
Dothideomycetes	Pleosporales	none	Shiraia	bambusicola		NC_026869			
Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	nodorum		NC_009746			
Dothideomycetes	Pleosporales	Pleosporaceae	Pithomyces	chartarum		NC_035636			
Echinoidea	Arbacoida	Arbaciidae	Arbacia	lixula		NC_001770			
Echinoidea	Diadematoida	Diadematidae	Diadema	setosum		NC_033522			
Echinoidea	Diadematoida	Diadematidae	Echinothrix	diadema		NC_033523			
Echinoidea	Echinoida	Echinidae	Loxechinus	albus		NC_023770			
Echinoidea	Echinoida	Echinidae	Paracentrotus	lividus		NC_001572			
Echinoidea	Echinoida	Echinidae	Pseudocentrotus	depressus		NC_023773			
Echinoidea	Echinoida	Echinidae	Sterechinus	neumayeri		NC_027063			
Echinoidea	Echinoida	Echinometridae	Echinometra	mathaei		NC_034767			
Echinoidea	Echinoida	Echinometridae	Heliocidaris	crassispina		NC_023774			
Echinoidea	Echinoida	Echinometridae	Heterocentrotus	mammillatus		NC_034768			
Echinoidea	Echinoida	Strongylocentrotidae	Hemicentrotus	pulcherrimus		NC_023771			
Echinoidea	Echinoida	Strongylocentrotidae	Mesocentrotus	franciscanus		NC_024177			
Echinoidea	Echinoida	Strongylocentrotidae	Mesocentrotus	nudus		NC_020771			
Echinoidea	Echinoida	Strongylocentrotidae	Strongylocentrotus	droebachiensis		NC_009940			
Echinoidea	Echinoida	Strongylocentrotidae	Strongylocentrotus	intermedius		NC_023772			
Echinoidea	Echinoida	Strongylocentrotidae	Strongylocentrotus	pallidus		NC_009941			
Echinoidea	Echinoida	Strongylocentrotidae	Strongylocentrotus	purpuratus		NC_001453			
Echinoidea	Phymosomatoida	Phymosomatidae	Glyptocidaris	crenularis		NC_032365			
Echinoidea	Spatangoida	Loveniidae	Echinocardium	cordatum		NC_013881			
Echinoidea	Spatangoida	Maretiidae	Nacospatangus	alta		NC_023255			
Echinoidea	Temnopleuroida	Temnopleuridae	Mespilia	globulus		NC_034769			
Echinoidea	Temnopleuroida	Temnopleuridae	Salmacis	sphaeroides		NC_033528			
Echinoidea	Temnopleuroida	Temnopleuridae	Temnopleurus	hardwickii		NC_026200			
Echinoidea	Temnopleuroida	Temnopleuridae	Temnopleurus	reevesii		NC_033530			
Echinoidea	Temnopleuroida	Temnopleuridae	Temnopleurus	toreumaticus		NC_033529			
Echinoidea	Temnopleuroida	Toxopneustidae	Tripneustes	gratilla		NC_034770			
Enopla	Monostilifera	Amphiporidae	Amphiporus	formidabilis		NC_023929			
Enopla	Monostilifera	Cratenemertidae	Nipponnemertes	punctatula		NC_023930			
Enopla	Monostilifera	Emplectonematidae	Emplectonema	gracile		NC_016952			
Enopla	Monostilifera	Emplectonematidae	Nemertopsis	tetraclitophila		NC_024823			
Enopla	Monostilifera	Emplectonematidae	Paranemertes			NC_014865			
Enopla	Monostilifera	Nectonemertidae	Nectonemertes			NC_017874			
Enopla	Monostilifera	Prosorhochmidae	Gononemertes	parasita		NC_024822			
Enopla	Monostilifera	Prosorhochmidae	Prosadenoporus	spectaculum		NC_023931			
Enopla	Monostilifera	Tetrastemmatidae	Tetrastemma	olgarum		NC_024670			
Enoplea	Dorylaimida	Longidoridae	Longidorus	vineacola		NC_033867			
Enoplea	Dorylaimida	Longidoridae	Paralongidorus	litoralis		NC_033868			
Enoplea	Dorylaimida	Longidoridae	Xiphinema	americanum		NC_005928			
Enoplea	Dorylaimida	Longidoridae	Xiphinema	pachtaicum		NC_033870			
Enoplea	Dorylaimida	Longidoridae	Xiphinema	rivesi		NC_033869			
Enoplea	Mermithida	Mermithidae	Agamermis			NC_008231			
Enoplea	Mermithida	Mermithidae	Hexamermis	agrotis		NC_008828			
Enoplea	Mermithida	Mermithidae	Romanomermis	culicivorax		NC_008640			
Enoplea	Mermithida	Mermithidae	Romanomermis	iyengari		NC_008693			
Enoplea	Mermithida	Mermithidae	Romanomermis	nielseni		NC_008692			
Enoplea	Mermithida	Mermithidae	Strelkovimermis	spiculatus		NC_008047			
Enoplea	Mermithida	Mermithidae	Thaumamermis	cosgrovei		NC_008046			
Enoplea	Trichinellida	Trichinellidae	Trichinella	britovi		NC_025750			
Enoplea	Trichinellida	Trichinellidae	Trichinella	murrelli		NC_025751			
Enoplea	Trichinellida	Trichinellidae	Trichinella	nativa		NC_025752			
Enoplea	Trichinellida	Trichinellidae	Trichinella	nelsoni		NC_025753			
Enoplea	Trichinellida	Trichinellidae	Trichinella	papuae		NC_025754			
Enoplea	Trichinellida	Trichinellidae	Trichinella	pseudospiralis		NC_025749			
Enoplea	Trichinellida	Trichinellidae	Trichinella	spiralis		NC_002681			
Enoplea	Trichinellida	Trichinellidae	Trichinella	zimbabwensis		NC_025755			
Enoplea	Trichinellida	Trichuridae	Trichuris	discolor		NC_018596			
Enoplea	Trichinellida	Trichuridae	Trichuris	ovis		NC_018597			
Enoplea	Trichinellida	Trichuridae	Trichuris	suis		NC_017747			
Enoplea	Trichinellida	Trichuridae	Trichuris	trichiura		NC_017750			
Enteropneusta	none	Harrimaniidae	Saccoglossus	kowalevskii		NC_007438			
Enteropneusta	none	Ptychoderidae	Balanoglossus	carnosus		NC_001887			
Enteropneusta	none	Ptychoderidae	Balanoglossus	clavigerus		NC_013877			
Eoacanthocephala	Gyracanthocephala	Quadrigyridae	Pallisentis	celatus		NC_022921			
Eoacanthocephala	Neoechinorhynchida	Tenuisentidae	Paratenuisentis	ambiguus		NC_019807			
Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	bantiana		NC_030600			
Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	carrionii		CM004524			
Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	dermatitidis		NW_008751656			
Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	cristatus		CM004508			
Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	flavus		NC_026920			
Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	kawachii		AP012272			
Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	nidulans		NC_017896			
Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	niger		NC_007445			
Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	oryzae		NC_008282			
Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	oryzae		NC_018100			
Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	tubingensis		NC_007597			
Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	ustus		NC_025570			
